"";"Ref";"Event";"C_Corr";"C_Prev";"Date";"Category";"Cat1";"Cat2";"Cat3"
"2126";"VOLVBQA-103";TRUE;2827,07784479381;89,7106091175006;2016-03-22 03:33:21;"VOLVBQA-";"VOLV";"BQA-";"103"
"2794";"MERCBQA-104";TRUE;2791,46011854034;95,6140691177978;2019-09-12 05:34:44;"MERCBQA-";"MERC";"BQA-";"104"
"1590";"MERCBQA-102";TRUE;3227,15644285144;99,11463563976;2021-05-26 14:59:07;"MERCBQA-";"MERC";"BQA-";"102"
"162";"VOLVBOG-100";TRUE;3451,28804359749;114,243662319301;2016-03-27 04:05:54;"VOLVBOG-";"VOLV";"BOG-";"100"
"520";"MERCMED-100";TRUE;3311,15502179908;98,2145791371737;2021-01-12 13:28:37;"MERCMED-";"MERC";"MED-";"100"
"678";"MERCCLO-101";TRUE;3781,64901404481;114,564624661378;2020-02-23 03:24:45;"MERCCLO-";"MERC";"CLO-";"101"
"2739";"VOLVBQA-104";TRUE;2693,79618043234;100,63702577562;2016-01-06 22:12:51;"VOLVBQA-";"VOLV";"BQA-";"104"
"3576";"GMC-MED-105";TRUE;2827,07784479381;89,7106091175006;2019-10-31 17:38:21;"GMC-MED-";"GMC-";"MED-";"105"
"941";"VOLVBQA-101";TRUE;2862,85957673811;79,9789367432566;2016-01-12 19:28:37;"VOLVBQA-";"VOLV";"BQA-";"101"
"658";"MERCCLO-101";TRUE;3868,47248096296;112,453942383267;2024-11-27 09:20:10;"MERCCLO-";"MERC";"CLO-";"101"
"3119";"GMC-CLO-105";TRUE;4061,32213436891;104,174391237608;2030-02-05 15:38:27;"GMC-CLO-";"GMC-";"CLO-";"105"
"2035";"MERCBOG-103";TRUE;3487,42597184764;89,8017380627335;2024-12-17 19:43:53;"MERCBOG-";"MERC";"BOG-";"103"
"1027";"GMC-BQA-101";TRUE;2300,97478826975;97,2531367388604;2022-05-07 07:00:54;"GMC-BQA-";"GMC-";"BQA-";"101"
"2625";"MERCBOG-104";TRUE;3175,86565164881;102,417528115128;2022-06-13 05:58:33;"MERCBOG-";"MERC";"BOG-";"104"
"2689";"GMC-BOG-104";TRUE;2693,79618043234;100,63702577562;2016-09-07 05:27:23;"GMC-BOG-";"GMC-";"BOG-";"104"
"127";"GMC-CLO-100";TRUE;2300,97478826975;97,2531367388604;2028-12-13 02:33:01;"GMC-CLO-";"GMC-";"CLO-";"100"
"3326";"VOLVBQA-105";TRUE;2827,07784479381;89,7106091175006;2016-03-26 14:30:57;"VOLVBQA-";"VOLV";"BQA-";"105"
"2442";"VOLVCLO-104";TRUE;2760,77058612943;107,530164956805;2015-12-30 02:39:31;"VOLVCLO-";"VOLV";"CLO-";"104"
"842";"MERCBOG-101";TRUE;2760,77058612943;107,530164956805;2018-06-09 23:37:06;"MERCBOG-";"MERC";"BOG-";"101"
"1691";"VOLVMED-102";TRUE;2862,85957673811;79,9789367432566;2016-01-23 07:30:52;"VOLVMED-";"VOLV";"MED-";"102"
"604";"VOLVCLO-101";TRUE;3299,47226683615;68,9729919941848;2017-07-17 18:31:00;"VOLVCLO-";"VOLV";"CLO-";"101"
"2068";"GMC-BOG-103";TRUE;2885,86166586373;91,4322323153191;2052-06-29 12:41:03;"GMC-BOG-";"GMC-";"BOG-";"103"
"2879";"VOLVMED-104";TRUE;3365,30690095832;96,9296390157773;2016-09-08 15:25:28;"VOLVMED-";"VOLV";"MED-";"104"
"1685";"VOLVMED-102";TRUE;3487,42597184764;89,8017380627335;2018-03-29 21:39:27;"VOLVMED-";"VOLV";"MED-";"102"
"2921";"MERCMED-104";TRUE;3219,08347909678;106,834966233786;2019-09-07 05:40:08;"MERCMED-";"MERC";"MED-";"104"
"1518";"VOLVBQA-102";TRUE;2885,86166586373;91,4322323153191;2019-10-05 23:38:16;"VOLVBQA-";"VOLV";"BQA-";"102"
"2826";"GMC-BQA-104";TRUE;2827,07784479381;89,7106091175006;2018-01-23 18:24:36;"GMC-BQA-";"GMC-";"BQA-";"104"
"1158";"GMC-MED-101";TRUE;3868,47248096296;112,453942383267;2039-05-20 19:58:41;"GMC-MED-";"GMC-";"MED-";"101"
"1863";"MERCCLO-103";TRUE;3047,01942053714;100,747960505768;2020-02-03 07:42:35;"MERCCLO-";"MERC";"CLO-";"103"
"473";"VOLVMED-100";TRUE;3078,17884203001;83,8115568487274;2015-12-31 10:19:33;"VOLVMED-";"VOLV";"MED-";"100"
"943";"VOLVBQA-101";TRUE;4098,9097085664;98,0963154669283;2016-01-01 02:09:19;"VOLVBQA-";"VOLV";"BQA-";"101"
"3411";"GMC-BQA-105";TRUE;2951,8989400231;102,869391701929;2016-10-08 01:43:40;"GMC-BQA-";"GMC-";"BQA-";"105"
"859";"GMC-BOG-101";TRUE;3959,65465027015;86,3443275831915;2031-06-27 06:34:22;"GMC-BOG-";"GMC-";"BOG-";"101"
"3";"VOLVCLO-100";TRUE;3556,37883474677;87,2620945733379;2017-04-19 01:20:02;"VOLVCLO-";"VOLV";"CLO-";"100"
"2809";"GMC-BQA-104";TRUE;3959,65465027015;86,3443275831915;2021-12-17 07:05:54;"GMC-BQA-";"GMC-";"BQA-";"104"
"1798";"GMC-MED-102";TRUE;2981,96983111694;110,211835682594;2034-06-21 01:00:15;"GMC-MED-";"GMC-";"MED-";"102"
"2226";"GMC-BQA-103";TRUE;2827,07784479381;89,7106091175006;2018-03-05 09:48:24;"GMC-BQA-";"GMC-";"BQA-";"103"
"840";"MERCBOG-101";TRUE;3227,15644285144;99,11463563976;2027-08-02 03:58:25;"MERCBOG-";"MERC";"BOG-";"101"
"2606";"MERCBOG-104";TRUE;3468,83226061949;96,7250577844403;2024-01-22 17:16:32;"MERCBOG-";"MERC";"BOG-";"104"
"321";"VOLVBQA-100";TRUE;3219,08347909678;106,834966233786;2016-01-07 21:39:48;"VOLVBQA-";"VOLV";"BQA-";"100"
"537";"MERCMED-100";TRUE;3387,93180061227;110,755934887103;2020-12-06 04:31:18;"MERCMED-";"MERC";"MED-";"100"
"1662";"VOLVMED-102";TRUE;3451,28804359749;114,243662319301;2016-04-01 04:13:32;"VOLVMED-";"VOLV";"MED-";"102"
"2551";"VOLVBOG-104";TRUE;3168,96041928364;89,7210938493328;2017-01-02 23:14:41;"VOLVBOG-";"VOLV";"BOG-";"104"
"1596";"MERCBQA-102";TRUE;3694,36722028799;102,657297675715;2020-11-29 13:39:16;"MERCBQA-";"MERC";"BQA-";"102"
"1306";"GMC-CLO-102";TRUE;3468,83226061949;96,7250577844403;2025-07-29 19:28:40;"GMC-CLO-";"GMC-";"CLO-";"102"
"2274";"VOLVMED-103";TRUE;3018,94046746395;100,155180440231;2016-04-11 08:40:46;"VOLVMED-";"VOLV";"MED-";"103"
"363";"MERCBQA-100";TRUE;3047,01942053714;100,747960505768;2017-10-08 19:27:59;"MERCBQA-";"MERC";"BQA-";"100"
"3584";"GMC-MED-105";TRUE;2880,24426263342;123,500476235491;2027-11-08 00:07:30;"GMC-MED-";"GMC-";"MED-";"105"
"2605";"MERCBOG-104";TRUE;2540,31777330012;115,048609987774;2023-12-26 09:10:40;"MERCBOG-";"MERC";"BOG-";"104"
"3361";"MERCBQA-105";TRUE;2951,8989400231;102,869391701929;2018-07-13 05:36:36;"MERCBQA-";"MERC";"BQA-";"105"
"403";"GMC-BQA-100";TRUE;3556,37883474677;87,2620945733379;2020-07-30 13:01:16;"GMC-BQA-";"GMC-";"BQA-";"100"
"1650";"GMC-BQA-102";TRUE;3537,54356815977;116,045765732083;2017-02-17 18:39:29;"GMC-BQA-";"GMC-";"BQA-";"102"
"2054";"GMC-BOG-103";TRUE;3299,47226683615;68,9729919941848;2028-07-20 14:26:00;"GMC-BOG-";"GMC-";"BOG-";"103"
"2688";"GMC-BOG-104";TRUE;2295,24247892903;67,5768877926589;2089-07-20 22:34:48;"GMC-BOG-";"GMC-";"BOG-";"104"
"2870";"VOLVMED-104";TRUE;3311,15502179908;98,2145791371737;2016-04-24 03:40:59;"VOLVMED-";"VOLV";"MED-";"104"
"1072";"VOLVMED-101";TRUE;3026,15622811649;80,6312900526012;2016-04-13 09:16:13;"VOLVMED-";"VOLV";"MED-";"101"
"2117";"VOLVBQA-103";TRUE;3307,41486077546;100,698634997642;2018-12-04 23:09:46;"VOLVBQA-";"VOLV";"BQA-";"103"
"2265";"VOLVMED-103";TRUE;3639,84548099224;100,720255069706;2016-05-05 22:56:41;"VOLVMED-";"VOLV";"MED-";"103"
"2651";"GMC-BOG-104";TRUE;3168,96041928364;89,7210938493328;2024-01-26 13:28:48;"GMC-BOG-";"GMC-";"BOG-";"104"
"3057";"MERCCLO-105";TRUE;3167,77603086998;91,5650485499193;2024-01-30 10:38:25;"MERCCLO-";"MERC";"CLO-";"105"
"1061";"VOLVMED-101";TRUE;2951,8989400231;102,869391701929;2016-01-23 10:22:33;"VOLVMED-";"VOLV";"MED-";"101"
"1915";"GMC-CLO-103";TRUE;3639,84548099224;100,720255069706;2020-07-10 02:12:43;"GMC-CLO-";"GMC-";"CLO-";"103"
"1913";"GMC-CLO-103";TRUE;3047,01942053714;100,747960505768;2016-07-31 06:19:24;"GMC-CLO-";"GMC-";"CLO-";"103"
"1648";"GMC-BQA-102";TRUE;2981,96983111694;110,211835682594;2026-09-02 02:26:50;"GMC-BQA-";"GMC-";"BQA-";"102"
"2802";"GMC-BQA-104";TRUE;3668,5000670602;91,2227556628781;2029-05-22 03:23:34;"GMC-BQA-";"GMC-";"BQA-";"104"
"1635";"GMC-BQA-102";TRUE;3487,42597184764;89,8017380627335;2023-11-08 10:15:32;"GMC-BQA-";"GMC-";"BQA-";"102"
"1164";"GMC-MED-101";TRUE;2985,13266902311;100,666825559609;2040-12-29 10:00:36;"GMC-MED-";"GMC-";"MED-";"101"
"430";"GMC-BQA-100";TRUE;3063,08001353481;94,9072280466005;2016-05-21 07:13:21;"GMC-BQA-";"GMC-";"BQA-";"100"
"3078";"MERCCLO-105";TRUE;3781,64901404481;114,564624661378;2020-06-07 17:20:20;"MERCCLO-";"MERC";"CLO-";"105"
"2415";"VOLVCLO-104";TRUE;3639,84548099224;100,720255069706;2016-06-07 08:09:57;"VOLVCLO-";"VOLV";"CLO-";"104"
"2598";"VOLVBOG-104";TRUE;2981,96983111694;110,211835682594;2021-02-15 12:56:38;"VOLVBOG-";"VOLV";"BOG-";"104"
"3577";"GMC-MED-105";TRUE;2300,97478826975;97,2531367388604;2026-11-09 05:51:13;"GMC-MED-";"GMC-";"MED-";"105"
"1595";"MERCBQA-102";TRUE;2848,80441607821;96,7881976351315;2019-12-07 20:29:28;"MERCBQA-";"MERC";"BQA-";"102"
"1705";"MERCMED-102";TRUE;2540,31777330012;115,048609987774;2022-09-21 09:04:04;"MERCMED-";"MERC";"MED-";"102"
"346";"VOLVBQA-100";TRUE;3694,36722028799;102,657297675715;2018-05-03 00:38:01;"VOLVBQA-";"VOLV";"BQA-";"100"
"1785";"GMC-MED-102";TRUE;3487,42597184764;89,8017380627335;2029-06-27 05:28:33;"GMC-MED-";"GMC-";"MED-";"102"
"2364";"GMC-MED-103";TRUE;2985,13266902311;100,666825559609;2038-01-26 19:37:20;"GMC-MED-";"GMC-";"MED-";"103"
"3299";"GMC-BOG-105";TRUE;2914,69837990568;106,796239372034;2024-12-03 06:43:00;"GMC-BOG-";"GMC-";"BOG-";"105"
"2530";"GMC-CLO-104";TRUE;3063,08001353481;94,9072280466005;2017-01-11 02:59:50;"GMC-CLO-";"GMC-";"CLO-";"104"
"1528";"VOLVBQA-102";TRUE;3781,64901404481;114,564624661378;2016-01-01 19:34:07;"VOLVBQA-";"VOLV";"BQA-";"102"
"984";"MERCBQA-101";TRUE;2880,24426263342;123,500476235491;2019-11-07 02:18:54;"MERCBQA-";"MERC";"BQA-";"101"
"100";"MERCCLO-100";TRUE;3537,54356815977;116,045765732083;2021-06-26 10:53:53;"MERCCLO-";"MERC";"CLO-";"100"
"1514";"VOLVBQA-102";TRUE;2985,13266902311;100,666825559609;2019-11-28 10:00:51;"VOLVBQA-";"VOLV";"BQA-";"102"
"2855";"VOLVMED-104";TRUE;2540,31777330012;115,048609987774;2016-10-30 04:56:37;"VOLVMED-";"VOLV";"MED-";"104"
"3126";"GMC-CLO-105";TRUE;2827,07784479381;89,7106091175006;2021-01-03 09:36:32;"GMC-CLO-";"GMC-";"CLO-";"105"
"1450";"MERCBOG-102";TRUE;3537,54356815977;116,045765732083;2022-10-30 22:01:21;"MERCBOG-";"MERC";"BOG-";"102"
"2196";"MERCBQA-103";TRUE;3694,36722028799;102,657297675715;2020-01-13 01:01:26;"MERCBQA-";"MERC";"BQA-";"103"
"912";"VOLVBQA-101";TRUE;3451,28804359749;114,243662319301;2016-02-18 03:32:29;"VOLVBQA-";"VOLV";"BQA-";"101"
"1509";"VOLVBQA-102";TRUE;3959,65465027015;86,3443275831915;2017-02-08 13:41:39;"VOLVBQA-";"VOLV";"BQA-";"102"
"2051";"GMC-BOG-103";TRUE;3168,96041928364;89,7210938493328;2024-01-31 18:19:39;"GMC-BOG-";"GMC-";"BOG-";"103"
"691";"MERCCLO-101";TRUE;2862,85957673811;79,9789367432566;2021-01-27 15:52:03;"MERCCLO-";"MERC";"CLO-";"101"
"734";"GMC-CLO-101";TRUE;2880,24426263342;123,500476235491;2029-08-11 20:00:58;"GMC-CLO-";"GMC-";"CLO-";"101"
"896";"GMC-BOG-101";TRUE;3694,36722028799;102,657297675715;2046-08-18 10:03:49;"GMC-BOG-";"GMC-";"BOG-";"101"
"1182";"GMC-MED-101";TRUE;2777,06062969319;123,803618032009;2022-01-13 20:03:39;"GMC-MED-";"GMC-";"MED-";"101"
"2969";"GMC-MED-104";TRUE;4061,32213436891;104,174391237608;2028-08-02 05:14:51;"GMC-MED-";"GMC-";"MED-";"104"
"2534";"GMC-CLO-104";TRUE;2880,24426263342;123,500476235491;2029-08-12 14:40:27;"GMC-CLO-";"GMC-";"CLO-";"104"
"507";"MERCMED-100";TRUE;3167,77603086998;91,5650485499193;2022-08-04 12:10:32;"MERCMED-";"MERC";"MED-";"100"
"624";"VOLVCLO-101";TRUE;3018,94046746395;100,155180440231;2016-05-14 21:53:54;"VOLVCLO-";"VOLV";"CLO-";"101"
"839";"MERCBOG-101";TRUE;2693,79618043234;100,63702577562;2020-11-28 22:52:38;"MERCBOG-";"MERC";"BOG-";"101"
"1720";"MERCMED-102";TRUE;3311,15502179908;98,2145791371737;2021-11-11 05:19:34;"MERCMED-";"MERC";"MED-";"102"
"2512";"GMC-CLO-104";TRUE;3451,28804359749;114,243662319301;2019-04-25 03:32:28;"GMC-CLO-";"GMC-";"CLO-";"104"
"1110";"MERCMED-101";TRUE;3389,61362998706;103,96636306455;2023-07-24 01:31:52;"MERCMED-";"MERC";"MED-";"101"
"3200";"VOLVBOG-105";TRUE;3537,54356815977;116,045765732083;2016-02-24 01:23:56;"VOLVBOG-";"VOLV";"BOG-";"105"
"1353";"VOLVBOG-102";TRUE;3556,37883474677;87,2620945733379;2017-11-04 22:36:17;"VOLVBOG-";"VOLV";"BOG-";"102"
"975";"MERCBQA-101";TRUE;3175,86565164881;102,417528115128;2018-11-11 04:12:09;"MERCBQA-";"MERC";"BQA-";"101"
"1390";"VOLVBOG-102";TRUE;3227,15644285144;99,11463563976;2033-06-03 23:26:40;"VOLVBOG-";"VOLV";"BOG-";"102"
"2097";"GMC-BOG-103";TRUE;3258,80531710042;108,729284928119;2017-04-07 15:39:47;"GMC-BOG-";"GMC-";"BOG-";"103"
"2589";"VOLVBOG-104";TRUE;2693,79618043234;100,63702577562;2016-01-10 02:22:00;"VOLVBOG-";"VOLV";"BOG-";"104"
"2945";"MERCMED-104";TRUE;2848,80441607821;96,7881976351315;2021-08-10 00:17:06;"MERCMED-";"MERC";"MED-";"104"
"2840";"GMC-BQA-104";TRUE;3227,15644285144;99,11463563976;2033-05-16 12:28:28;"GMC-BQA-";"GMC-";"BQA-";"104"
"3058";"MERCCLO-105";TRUE;3868,47248096296;112,453942383267;2025-01-24 07:08:04;"MERCCLO-";"MERC";"CLO-";"105"
"1444";"MERCBOG-102";TRUE;2791,46011854034;95,6140691177978;2026-08-18 18:37:05;"MERCBOG-";"MERC";"BOG-";"102"
"491";"VOLVMED-100";TRUE;2862,85957673811;79,9789367432566;2016-01-17 23:57:37;"VOLVMED-";"VOLV";"MED-";"100"
"3001";"VOLVCLO-105";TRUE;3168,96041928364;89,7210938493328;2016-12-15 03:10:05;"VOLVCLO-";"VOLV";"CLO-";"105"
"3131";"GMC-CLO-105";TRUE;2294,21829086763;105,881499047367;2028-08-05 19:41:00;"GMC-CLO-";"GMC-";"CLO-";"105"
"1901";"GMC-CLO-103";TRUE;3168,96041928364;89,7210938493328;2023-03-01 01:08:10;"GMC-CLO-";"GMC-";"CLO-";"103"
"2071";"GMC-BOG-103";TRUE;3219,08347909678;106,834966233786;2016-12-30 00:08:53;"GMC-BOG-";"GMC-";"BOG-";"103"
"2088";"GMC-BOG-103";TRUE;2295,24247892903;67,5768877926589;2074-10-09 16:28:39;"GMC-BOG-";"GMC-";"BOG-";"103"
"89";"MERCCLO-100";TRUE;2693,79618043234;100,63702577562;2020-09-20 10:48:59;"MERCCLO-";"MERC";"CLO-";"100"
"3579";"GMC-MED-105";TRUE;3365,30690095832;96,9296390157773;2021-12-11 01:24:23;"GMC-MED-";"GMC-";"MED-";"105"
"2225";"GMC-BQA-103";TRUE;3175,86565164881;102,417528115128;2017-09-01 17:09:16;"GMC-BQA-";"GMC-";"BQA-";"103"
"404";"GMC-BQA-100";TRUE;3299,47226683615;68,9729919941848;2021-05-13 22:57:10;"GMC-BQA-";"GMC-";"BQA-";"100"
"2107";"VOLVBQA-103";TRUE;3167,77603086998;91,5650485499193;2017-01-14 18:48:52;"VOLVBQA-";"VOLV";"BQA-";"103"
"2314";"MERCMED-103";TRUE;2985,13266902311;100,666825559609;2023-04-03 14:15:45;"MERCMED-";"MERC";"MED-";"103"
"2903";"MERCMED-104";TRUE;3556,37883474677;87,2620945733379;2021-11-12 21:01:45;"MERCMED-";"MERC";"MED-";"104"
"2472";"MERCCLO-104";TRUE;3026,15622811649;80,6312900526012;2022-01-13 09:34:25;"MERCCLO-";"MERC";"CLO-";"104"
"252";"GMC-BOG-100";TRUE;3668,5000670602;91,2227556628781;2058-09-06 21:15:21;"GMC-BOG-";"GMC-";"BOG-";"100"
"570";"GMC-MED-100";TRUE;3311,15502179908;98,2145791371737;2019-03-30 10:17:34;"GMC-MED-";"GMC-";"MED-";"100"
"276";"GMC-BOG-100";TRUE;2827,07784479381;89,7106091175006;2020-06-21 14:21:41;"GMC-BOG-";"GMC-";"BOG-";"100"
"2173";"MERCBQA-103";TRUE;3078,17884203001;83,8115568487274;2017-10-06 16:16:27;"MERCBQA-";"MERC";"BQA-";"103"
"3349";"VOLVBQA-105";TRUE;2914,69837990568;106,796239372034;2016-06-23 07:03:02;"VOLVBQA-";"VOLV";"BQA-";"105"
"274";"GMC-BOG-100";TRUE;3018,94046746395;100,155180440231;2019-06-02 16:57:22;"GMC-BOG-";"GMC-";"BOG-";"100"
"962";"MERCBQA-101";TRUE;3451,28804359749;114,243662319301;2018-10-31 20:08:14;"MERCBQA-";"MERC";"BQA-";"101"
"1451";"GMC-BOG-102";TRUE;3168,96041928364;89,7210938493328;2025-08-01 09:28:15;"GMC-BOG-";"GMC-";"BOG-";"102"
"819";"MERCBOG-101";TRUE;4061,32213436891;104,174391237608;2025-06-25 10:04:49;"MERCBOG-";"MERC";"BOG-";"101"
"1556";"MERCBQA-102";TRUE;3468,83226061949;96,7250577844403;2020-01-02 17:12:09;"MERCBQA-";"MERC";"BQA-";"102"
"2447";"VOLVCLO-104";TRUE;3258,80531710042;108,729284928119;2016-02-02 23:29:08;"VOLVCLO-";"VOLV";"CLO-";"104"
"1012";"GMC-BQA-101";TRUE;3451,28804359749;114,243662319301;2017-07-14 01:15:04;"GMC-BQA-";"GMC-";"BQA-";"101"
"2329";"MERCMED-103";TRUE;3365,30690095832;96,9296390157773;2021-06-30 02:01:16;"MERCMED-";"MERC";"MED-";"103"
"791";"VOLVBOG-101";TRUE;2862,85957673811;79,9789367432566;2016-01-20 03:13:17;"VOLVBOG-";"VOLV";"BOG-";"101"
"1790";"GMC-MED-102";TRUE;3227,15644285144;99,11463563976;2051-08-30 21:34:39;"GMC-MED-";"GMC-";"MED-";"102"
"874";"GMC-BOG-101";TRUE;3018,94046746395;100,155180440231;2019-08-03 19:34:38;"GMC-BOG-";"GMC-";"BOG-";"101"
"5";"VOLVCLO-100";TRUE;2540,31777330012;115,048609987774;2017-01-15 01:47:35;"VOLVCLO-";"VOLV";"CLO-";"100"
"1659";"VOLVMED-102";TRUE;3959,65465027015;86,3443275831915;2017-11-28 21:40:21;"VOLVMED-";"VOLV";"MED-";"102"
"2466";"MERCCLO-104";TRUE;2750,26501998437;102,030524765256;2023-05-15 19:49:04;"MERCCLO-";"MERC";"CLO-";"104"
"338";"VOLVBQA-100";TRUE;2295,24247892903;67,5768877926589;2022-09-04 14:58:12;"VOLVBQA-";"VOLV";"BQA-";"100"
"779";"VOLVBOG-101";TRUE;3365,30690095832;96,9296390157773;2016-12-22 02:59:48;"VOLVBOG-";"VOLV";"BOG-";"101"
"422";"GMC-BQA-100";TRUE;3026,15622811649;80,6312900526012;2017-10-01 18:59:19;"GMC-BQA-";"GMC-";"BQA-";"100"
"1645";"GMC-BQA-102";TRUE;2848,80441607821;96,7881976351315;2020-04-01 11:19:33;"GMC-BQA-";"GMC-";"BQA-";"102"
"531";"MERCMED-100";TRUE;2294,21829086763;105,881499047367;2022-06-28 03:11:56;"MERCMED-";"MERC";"MED-";"100"
"298";"GMC-BOG-100";TRUE;2981,96983111694;110,211835682594;2042-09-21 04:05:17;"GMC-BOG-";"GMC-";"BOG-";"100"
"3474";"VOLVMED-105";TRUE;3018,94046746395;100,155180440231;2016-04-16 15:10:44;"VOLVMED-";"VOLV";"MED-";"105"
"1486";"GMC-BOG-102";TRUE;2800,74239842305;111,733693479533;2026-08-17 15:41:48;"GMC-BOG-";"GMC-";"BOG-";"102"
"797";"VOLVBOG-101";TRUE;3258,80531710042;108,729284928119;2016-01-21 05:45:30;"VOLVBOG-";"VOLV";"BOG-";"101"
"28";"VOLVCLO-100";TRUE;3781,64901404481;114,564624661378;2016-01-06 00:25:54;"VOLVCLO-";"VOLV";"CLO-";"100"
"2841";"GMC-BQA-104";TRUE;2862,85957673811;79,9789367432566;2016-07-28 08:42:51;"GMC-BQA-";"GMC-";"BQA-";"104"
"1149";"MERCMED-101";TRUE;2914,69837990568;106,796239372034;2021-09-16 00:51:36;"MERCMED-";"MERC";"MED-";"101"
"951";"MERCBQA-101";TRUE;3168,96041928364;89,7210938493328;2019-05-08 04:46:51;"MERCBQA-";"MERC";"BQA-";"101"
"1640";"GMC-BQA-102";TRUE;3227,15644285144;99,11463563976;2036-04-05 18:54:45;"GMC-BQA-";"GMC-";"BQA-";"102"
"2303";"MERCMED-103";TRUE;3556,37883474677;87,2620945733379;2021-10-21 21:34:48;"MERCMED-";"MERC";"MED-";"103"
"3128";"GMC-CLO-105";TRUE;3781,64901404481;114,564624661378;2016-09-09 00:42:21;"GMC-CLO-";"GMC-";"CLO-";"105"
"1197";"GMC-MED-101";TRUE;3258,80531710042;108,729284928119;2017-01-13 16:34:37;"GMC-MED-";"GMC-";"MED-";"101"
"290";"GMC-BOG-100";TRUE;3227,15644285144;99,11463563976;2074-06-15 22:24:12;"GMC-BOG-";"GMC-";"BOG-";"100"
"1591";"MERCBQA-102";TRUE;2862,85957673811;79,9789367432566;2018-09-23 04:34:07;"MERCBQA-";"MERC";"BQA-";"102"
"3504";"MERCMED-105";TRUE;3299,47226683615;68,9729919941848;2022-05-03 01:59:01;"MERCMED-";"MERC";"MED-";"105"
"2136";"VOLVBQA-103";TRUE;2800,74239842305;111,733693479533;2016-06-24 06:58:15;"VOLVBQA-";"VOLV";"BQA-";"103"
"1504";"VOLVBQA-102";TRUE;3299,47226683615;68,9729919941848;2016-11-29 14:49:18;"VOLVBQA-";"VOLV";"BQA-";"102"
"488";"VOLVMED-100";TRUE;2295,24247892903;67,5768877926589;2028-02-03 10:18:13;"VOLVMED-";"VOLV";"MED-";"100"
"179";"VOLVBOG-100";TRUE;3365,30690095832;96,9296390157773;2016-12-20 10:40:37;"VOLVBOG-";"VOLV";"BOG-";"100"
"2948";"MERCMED-104";TRUE;2981,96983111694;110,211835682594;2022-10-21 15:37:19;"MERCMED-";"MERC";"MED-";"104"
"2493";"MERCCLO-104";TRUE;4098,9097085664;98,0963154669283;2019-11-22 21:47:13;"MERCCLO-";"MERC";"CLO-";"104"
"660";"MERCCLO-101";TRUE;3389,61362998706;103,96636306455;2024-12-25 07:32:33;"MERCCLO-";"MERC";"CLO-";"101"
"1211";"VOLVCLO-102";TRUE;2951,8989400231;102,869391701929;2016-02-12 21:25:32;"VOLVCLO-";"VOLV";"CLO-";"102"
"425";"GMC-BQA-100";TRUE;3175,86565164881;102,417528115128;2017-07-16 13:11:40;"GMC-BQA-";"GMC-";"BQA-";"100"
"2326";"MERCMED-103";TRUE;2827,07784479381;89,7106091175006;2021-01-11 10:46:05;"MERCMED-";"MERC";"MED-";"103"
"3122";"GMC-CLO-105";TRUE;3026,15622811649;80,6312900526012;2020-05-12 00:25:38;"GMC-CLO-";"GMC-";"CLO-";"105"
"2137";"VOLVBQA-103";TRUE;3387,93180061227;110,755934887103;2016-03-06 16:40:30;"VOLVBQA-";"VOLV";"BQA-";"103"
"2014";"MERCBOG-103";TRUE;2985,13266902311;100,666825559609;2026-08-12 22:52:57;"MERCBOG-";"MERC";"BOG-";"103"
"408";"GMC-BQA-100";TRUE;3868,47248096296;112,453942383267;2030-06-27 00:55:37;"GMC-BQA-";"GMC-";"BQA-";"100"
"3414";"GMC-BQA-105";TRUE;2985,13266902311;100,666825559609;2029-07-08 18:32:13;"GMC-BQA-";"GMC-";"BQA-";"105"
"296";"GMC-BOG-100";TRUE;3694,36722028799;102,657297675715;2049-02-03 21:45:47;"GMC-BOG-";"GMC-";"BOG-";"100"
"1797";"GMC-MED-102";TRUE;3258,80531710042;108,729284928119;2017-02-28 01:37:17;"GMC-MED-";"GMC-";"MED-";"102"
"1754";"GMC-MED-102";TRUE;3299,47226683615;68,9729919941848;2026-06-26 04:11:33;"GMC-MED-";"GMC-";"MED-";"102"
"844";"MERCBOG-101";TRUE;2791,46011854034;95,6140691177978;2025-02-07 09:46:11;"MERCBOG-";"MERC";"BOG-";"101"
"2939";"MERCMED-104";TRUE;2693,79618043234;100,63702577562;2019-08-07 03:55:33;"MERCMED-";"MERC";"MED-";"104"
"2637";"MERCBOG-104";TRUE;3387,93180061227;110,755934887103;2022-08-28 03:15:25;"MERCBOG-";"MERC";"BOG-";"104"
"2882";"VOLVMED-104";TRUE;2777,06062969319;123,803618032009;2016-09-29 18:40:38;"VOLVMED-";"VOLV";"MED-";"104"
"1129";"MERCMED-101";TRUE;3365,30690095832;96,9296390157773;2021-08-16 14:49:39;"MERCMED-";"MERC";"MED-";"101"
"1066";"VOLVMED-101";TRUE;2750,26501998437;102,030524765256;2017-04-29 00:41:30;"VOLVMED-";"VOLV";"MED-";"101"
"3095";"MERCCLO-105";TRUE;2848,80441607821;96,7881976351315;2023-04-03 18:50:20;"MERCCLO-";"MERC";"CLO-";"105"
"400";"MERCBQA-100";TRUE;3537,54356815977;116,045765732083;2018-07-27 23:15:30;"MERCBQA-";"MERC";"BQA-";"100"
"567";"GMC-MED-100";TRUE;3307,41486077546;100,698634997642;2044-10-15 17:29:08;"GMC-MED-";"GMC-";"MED-";"100"
