"";"Ref";"Event";"C_Corr";"C_Prev";"Date";"Category";"Cat1";"Cat2";"Cat3"
"185";"BIOSYSTEMS A-25 831010121";FALSE;0;0;"08/11/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010121"
"186";"DIATRON ARCUS 901326";TRUE;0;0;"08/11/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901326"
"187";"ABBOTT IMX 41816";TRUE;0;0;"08/11/2006";"ABBOTT IMX";"ABBOTT";"IMX";"41816"
"188";"BIOSYSTEMS BTS-330 801341772";FALSE;0;0;"08/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341772"
"189";"ABBOTT SUNRISE 20362AY";TRUE;0;0;"08/11/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"20362AY"
"190";"BIOSYSTEMS A-25 831010517";TRUE;0;0;"08/11/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010517"
"191";"BIOSYSTEMS BTS-330 801341476";FALSE;0;0;"08/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341476"
"192";"BIOSYSTEMS BTS-310 801035680";TRUE;0;0;"07/11/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035680"
"193";"BIOSYSTEMS BTS-330 801340812";FALSE;0;0;"07/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340812"
"194";"BIOSYSTEMS A-25 831010513";TRUE;0;0;"07/11/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010513"
"195";"BIOSYSTEMS BTS-310 801032361";TRUE;0;0;"07/11/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801032361"
"196";"DIATRON ABACUS JR 110780";FALSE;0;0;"07/11/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110780"
"197";"BIOSYSTEMS BTS-370 830050116";TRUE;0;0;"07/11/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050116"
"198";"ABBOTT IMX 18372";TRUE;0;0;"07/11/2006";"ABBOTT IMX";"ABBOTT";"IMX";"18372"
"199";"BIOSYSTEMS BTS-310 801032361";TRUE;0;0;"07/11/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801032361"
"200";"DIATRON ARCUS 901153";FALSE;0;0;"04/11/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901153"
"201";"BIOSYSTEMS A-25 831010506";TRUE;0;0;"04/11/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010506"
"202";"ABBOTT AXSYM 12822";TRUE;0;0;"03/11/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"203";"ABBOTT IMX 17022";FALSE;0;0;"03/11/2006";"ABBOTT IMX";"ABBOTT";"IMX";"17022"
"204";"BIOSYSTEMS A-15 831050133";TRUE;0;0;"03/11/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050133"
"205";"BIOSYSTEMS BTS-310 801033728";FALSE;0;0;"03/11/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801033728"
"206";"ABBOTT IMX 54855";TRUE;0;0;"03/11/2006";"ABBOTT IMX";"ABBOTT";"IMX";"54855"
"207";"BIOSYSTEMS BTS-330 801341974";FALSE;0;0;"03/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341974"
"208";"BIOSYSTEMS A-25 831010517";TRUE;0;0;"03/11/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010517"
"209";"ABBOTT IMX 30259";TRUE;0;0;"03/11/2006";"ABBOTT IMX";"ABBOTT";"IMX";"30259"
"210";"ARKRAY AUTION MINI 402008";TRUE;0;0;"03/11/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"402008"
"211";"ARKRAY AUTION MINI 304216";TRUE;0;0;"03/11/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"304216"
"212";"ABBOTT AXSYM 12822";FALSE;0;0;"02/11/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"213";"BIOSYSTEMS A-25 831011077";FALSE;0;0;"02/11/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011077"
"214";"BIOSYSTEMS BTS-310 801031022";TRUE;0;0;"02/11/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031022"
"215";"ABBOTT SUNRISE 11905100073";FALSE;0;0;"02/11/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"11905100073"
"216";"BIOSYSTEMS BTS-330 801341924";TRUE;0;0;"02/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341924"
"217";"ARKRAY AUTION MINI 311053";FALSE;0;0;"02/11/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"311053"
"218";"BIOSYSTEMS BTS-330 801340169";TRUE;0;0;"02/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340169"
"219";"BIOSYSTEMS BTS-330 806012460";TRUE;0;0;"02/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"806012460"
"220";"ABBOTT AXSYM 12822";FALSE;0;0;"01/11/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"221";"BIOSYSTEMS A-25 831010500";FALSE;0;0;"01/11/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010500"
"222";"BIOSYSTEMS BTS-370 830050350";TRUE;0;0;"01/11/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050350"
"223";"BIOSYSTEMS BTS-330 801341171";TRUE;0;0;"01/11/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341171"
"224";"BIOSYSTEMS BTS-310 801031247";TRUE;0;0;"01/11/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031247"
"225";"ABBOTT IMX 31545";TRUE;0;0;"01/11/2006";"ABBOTT IMX";"ABBOTT";"IMX";"31545"
"226";"DIATRON ARCUS 901445";FALSE;0;0;"31/10/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901445"
"227";"BIOSYSTEMS A-25 831010549";FALSE;0;0;"31/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010549"
"228";"DIATRON ABACUS JR 110774";TRUE;0;0;"31/10/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110774"
"229";"ABBOTT IMX 31545";TRUE;0;0;"31/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"31545"
"230";"BIOSYSTEMS A-25 831011188";FALSE;0;0;"30/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011188"
"231";"ABBOTT i2000sr isr01976";FALSE;0;0;"30/10/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"232";"ABBOTT AXSYM 2804";FALSE;0;0;"30/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"2804"
"233";"ABBOTT IMX 41816";FALSE;0;0;"30/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"41816"
"234";"ARKRAY AUTION MINI 9224";FALSE;0;0;"30/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"9224"
"235";"ANULADO ANULADO 2275";TRUE;0;0;"30/10/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"2275"
"236";"ARKRAY AUTION MINI 5019";TRUE;0;0;"30/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"237";"BIOSYSTEMS BTS-310 801031946";FALSE;0;0;"28/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031946"
"238";"BIOSYSTEMS A-25 831010185";TRUE;0;0;"27/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010185"
"239";"BIOSYSTEMS A-25 831010517";TRUE;0;0;"27/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010517"
"240";"BIOSYSTEMS A-15 831050104";TRUE;0;0;"27/10/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050104"
"241";"ANULADO ANULADO 2275";TRUE;0;0;"27/10/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"2275"
"242";"BIOSYSTEMS BTS-330 801541523";FALSE;0;0;"27/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801541523"
"243";"BIOSYSTEMS A-25 831011085";FALSE;0;0;"26/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"244";"BIOSYSTEMS BTS-370 830010129";FALSE;0;0;"26/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830010129"
"245";"BIOSYSTEMS BTS-310 801031829";FALSE;0;0;"26/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031829"
"246";"ABBOTT IMX 19269";FALSE;0;0;"26/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"19269"
"247";"BIOSYSTEMS BTS-370 830050534";TRUE;0;0;"26/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050534"
"248";"BIOSYSTEMS BTS-310 801031247";TRUE;0;0;"26/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031247"
"249";"DIATRON ABACUS JR 110507";TRUE;0;0;"26/10/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110507"
"250";"ARKRAY AUTION MINI 7013";FALSE;0;0;"25/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"7013"
"251";"ARKRAY AUTION MINI 5019";TRUE;0;0;"25/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"252";"ABBOTT IMX 16607";TRUE;0;0;"25/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"16607"
"253";"BIOSYSTEMS BTS-330 801340845";TRUE;0;0;"24/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340845"
"254";"ABBOTT COLUMBUS 30503019";TRUE;0;0;"24/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30503019"
"255";"BIOSYSTEMS A-25 831011134";FALSE;0;0;"24/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011134"
"256";"ARKRAY AUTION MINI 404014";FALSE;0;0;"24/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"404014"
"257";"BIOSYSTEMS BTS-370 830050116";TRUE;0;0;"24/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050116"
"258";"BIOSYSTEMS BTS-370 830050120";TRUE;0;0;"23/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050120"
"259";"BIOSYSTEMS A-25 831011426";FALSE;0;0;"23/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011426"
"260";"ABBOTT IMX 19269";TRUE;0;0;"23/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"19269"
"261";"BIOSYSTEMS BTS-370 830050538";TRUE;0;0;"23/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050538"
"262";"ABBOTT SUNRISE 61263AF";TRUE;0;0;"23/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"263";"BIOSYSTEMS BTS-330 801340915";FALSE;0;0;"22/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340915"
"264";"ABBOTT i2000sr isr01976";FALSE;0;0;"22/10/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"265";"BIOSYSTEMS BTS-310 801035663";TRUE;0;0;"21/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035663"
"266";"BIOSYSTEMS BTS-330 801341711";TRUE;0;0;"21/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341711"
"267";"BIOSYSTEMS BTS-370 830010129";TRUE;0;0;"20/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830010129"
"268";"ABBOTT AXSYM 2804";FALSE;0;0;"20/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"2804"
"269";"DIATRON ABACUS 803155";FALSE;0;0;"20/10/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803155"
"270";"BIOSYSTEMS BTS-330 801340812";FALSE;0;0;"20/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340812"
"271";"BIOSYSTEMS BTS-330 801340823";FALSE;0;0;"20/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340823"
"272";"BIOSYSTEMS BTS-370 830050935";TRUE;0;0;"20/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050935"
"273";"ABBOTT AXSYM 11842";TRUE;0;0;"20/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"11842"
"274";"BIOSYSTEMS A-25 831011561";TRUE;0;0;"20/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011561"
"275";"BIOSYSTEMS A-25 831011185";TRUE;0;0;"19/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011185"
"276";"ABBOTT IMX 32435";TRUE;0;0;"19/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"32435"
"277";"ABBOTT AXSYM 2804";FALSE;0;0;"19/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"2804"
"278";"BIOSYSTEMS BTS-370 830050367";TRUE;0;0;"19/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050367"
"279";"ABBOTT SUNRISE 61263AF";TRUE;0;0;"19/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"280";"ARKRAY AUTION MINI 5019";TRUE;0;0;"19/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"281";"ABBOTT i2000sr isr01976";FALSE;0;0;"18/10/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"282";"ABBOTT AXSYM 4080";TRUE;0;0;"18/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"4080"
"283";"ABBOTT SUNRISE ";TRUE;0;0;"18/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"284";"BIOSYSTEMS BTS-310 801030994";FALSE;0;0;"18/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801030994"
"285";"BIOSYSTEMS BTS-370 830050453";FALSE;0;0;"18/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050453"
"286";"BIOSYSTEMS BTS-310 801030976";TRUE;0;0;"18/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801030976"
"287";"BIOSYSTEMS BTS-310 801035663";FALSE;0;0;"18/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035663"
"288";"BIOSYSTEMS A-25 831010420";TRUE;0;0;"18/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010420"
"289";"BIOSYSTEMS BTS-370 830050367";TRUE;0;0;"18/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050367"
"290";"ABBOTT AXSYM 12822";FALSE;0;0;"17/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"291";"DIATRON ABACUS 803164";TRUE;0;0;"17/10/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803164"
"292";"ABBOTT COLUMBUS 30506002";FALSE;0;0;"17/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30506002"
"293";"BIOSYSTEMS BTS-310 801033728";TRUE;0;0;"17/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801033728"
"294";"ABBOTT IMX 19269";TRUE;0;0;"17/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"19269"
"295";"DIATRON ABACUS 801091";TRUE;0;0;"17/10/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801091"
"296";"ABBOTT IMX 30254";TRUE;0;0;"17/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"30254"
"297";"ARKRAY AUTION MINI 5019";TRUE;0;0;"17/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"298";"DIATRON ABACUS 803164";TRUE;0;0;"17/10/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803164"
"299";"BIOSYSTEMS A-25 831011008";TRUE;0;0;"15/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011008"
"300";"BIOSYSTEMS BTS-310 801032499";TRUE;0;0;"15/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801032499"
"301";"ABBOTT IMX 41816";TRUE;0;0;"15/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"41816"
"302";"ABBOTT COLUMBUS 30506002";FALSE;0;0;"14/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30506002"
"303";"ABBOTT COLUMBUS 30508001";TRUE;0;0;"14/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30508001"
"304";"ABBOTT SUNRISE ";TRUE;0;0;"13/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"305";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"13/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"306";"BIOSYSTEMS A-25 831011134";FALSE;0;0;"13/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011134"
"307";"ABBOTT SUNRISE ";TRUE;0;0;"13/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"308";"ARKRAY AUTION JET 202018";TRUE;0;0;"12/10/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"202018"
"309";"ABBOTT IMX 91038";FALSE;0;0;"12/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"91038"
"310";"ABBOTT SUNRISE 39306000353";FALSE;0;0;"12/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"39306000353"
"311";"BIOSYSTEMS A-15 831050104";TRUE;0;0;"12/10/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050104"
"312";"ARKRAY AUTION JET 202018";TRUE;0;0;"12/10/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"202018"
"313";"BIOSYSTEMS BTS-330 801341711";TRUE;0;0;"11/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341711"
"314";"ABBOTT AXSYM 12444";TRUE;0;0;"11/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12444"
"315";"ABBOTT COLUMBUS 20510167";FALSE;0;0;"10/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"20510167"
"316";"BIOSYSTEMS BTS-310 801030998";TRUE;0;0;"10/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801030998"
"317";"ABBOTT IMX 18159";TRUE;0;0;"10/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"18159"
"318";"BIOSYSTEMS BTS-310 801034419";TRUE;0;0;"10/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801034419"
"319";"ABBOTT IMX 31545";FALSE;0;0;"10/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"31545"
"320";"DIATRON ARCUS 901193";TRUE;0;0;"10/10/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901193"
"321";"BIOSYSTEMS A-25 831010518";TRUE;0;0;"09/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010518"
"322";"BIOSYSTEMS A-25 831010279";TRUE;0;0;"09/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010279"
"323";"ABBOTT SUNRISE 11905100073";TRUE;0;0;"09/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"11905100073"
"324";"BIOSYSTEMS BTS-310 801033572";FALSE;0;0;"09/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801033572"
"325";"ABBOTT IMX 18159";TRUE;0;0;"09/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"18159"
"326";"BIOSYSTEMS A-25 831010506";TRUE;0;0;"09/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010506"
"327";"BIOSYSTEMS A-25 831010549";TRUE;0;0;"09/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010549"
"328";"BIOSYSTEMS BTS-310 801030989";FALSE;0;0;"09/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801030989"
"329";"ABBOTT COLUMBUS 30506002";FALSE;0;0;"08/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30506002"
"330";"ABBOTT AXSYM 12822";FALSE;0;0;"07/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"331";"BIOSYSTEMS A-25 831010527";FALSE;0;0;"07/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010527"
"332";"BIOSYSTEMS BTS-330 801340181";TRUE;0;0;"06/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340181"
"333";"DIATRON ABACUS 802113";FALSE;0;0;"06/10/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"802113"
"334";"ABBOTT COLUMBUS 30503020";FALSE;0;0;"06/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30503020"
"335";"BIOSYSTEMS BTS-310 801031044";FALSE;0;0;"06/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031044"
"336";"DIATRON ARCUS 901377";FALSE;0;0;"06/10/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901377"
"337";"ABBOTT IMX 18159";TRUE;0;0;"06/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"18159"
"338";"ABBOTT COLUMBUS 30508001";TRUE;0;0;"06/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30508001"
"339";"ARKRAY POCKETCHEM 212043";TRUE;0;0;"05/10/2006";"ARKRAY POCKETCHEM";"ARKRAY";"POCKETCHEM";"212043"
"340";"BIOSYSTEMS BTS-370 830050647";FALSE;0;0;"05/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050647"
"341";"ABBOTT SUNRISE 11905100011";FALSE;0;0;"05/10/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"11905100011"
"342";"BIOSYSTEMS BTS-310 801031258";TRUE;0;0;"05/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031258"
"343";"BIOSYSTEMS A-15 831050134";FALSE;0;0;"05/10/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050134"
"344";"BIOSYSTEMS A-25 831010512";TRUE;0;0;"05/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010512"
"345";"BIOSYSTEMS BTS-330 801340648";FALSE;0;0;"05/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340648"
"346";"BIOSYSTEMS BTS-370 830050647";FALSE;0;0;"05/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050647"
"347";"ARKRAY POCKETCHEM 212043";TRUE;0;0;"05/10/2006";"ARKRAY POCKETCHEM";"ARKRAY";"POCKETCHEM";"212043"
"348";"BIOSYSTEMS BTS-330 801341180";FALSE;0;0;"04/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341180"
"349";"BIOSYSTEMS A-15 831050132";FALSE;0;0;"04/10/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050132"
"350";"DIATRON ARCUS 901750";FALSE;0;0;"04/10/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901750"
"351";"BIOSYSTEMS A-25 831010110";TRUE;0;0;"04/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010110"
"352";"BIOSYSTEMS BTS-330 801340484";TRUE;0;0;"04/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340484"
"353";"ABBOTT IMX 16607";TRUE;0;0;"04/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"16607"
"354";"ABBOTT AXSYM 12444";TRUE;0;0;"04/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12444"
"355";"ABBOTT IMX 30259";FALSE;0;0;"04/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"30259"
"356";"BIOSYSTEMS A-25 831011560";FALSE;0;0;"04/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011560"
"357";"ARKRAY AUTION MINI 401077";FALSE;0;0;"04/10/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"401077"
"358";"ABBOTT IMX 16607";FALSE;0;0;"04/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"16607"
"359";"BIOSYSTEMS BTS-330 801342442";FALSE;0;0;"04/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801342442"
"360";"BIOSYSTEMS A-15 831050132";FALSE;0;0;"04/10/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050132"
"361";"ABBOTT AXSYM 12372";FALSE;0;0;"04/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12372"
"362";"DIATRON TWINCELL 701159";FALSE;0;0;"04/10/2006";"DIATRON TWINCELL";"DIATRON";"TWINCELL";"701159"
"363";"ABBOTT AXSYM 12822";TRUE;0;0;"03/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"364";"BIOSYSTEMS A-25 831010501";TRUE;0;0;"03/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010501"
"365";"BIOSYSTEMS A-25 831010110";TRUE;0;0;"03/10/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010110"
"366";"ABBOTT AXSYM 20190";FALSE;0;0;"03/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20190"
"367";"BIOSYSTEMS BTS-310 801030800";TRUE;0;0;"03/10/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801030800"
"368";"BIOSYSTEMS BTS-370 830050116";TRUE;0;0;"03/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050116"
"369";"ABBOTT AXSYM 12822";TRUE;0;0;"03/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
